feature,importance
Balance_Change,0.47625199877497826
Is_Credit,0.24406785928555527
Is_Debit,0.18439944562662863
Absolute_Amount,0.05686126434997309
Transaction_Hour,0.018444460514985248
Is_Round_Amount,0.0051883561297775774
Is_Weekend,0.003296108025200208
Is_Branch_Channel,0.002849738864001134
Is_Mobile_Channel,0.0025798932517975405
Is_ATM_Channel,0.002202268890217912
Is_Business_Hours,0.002063454440585108
Is_Night,0.0017951518463000522
